Ecotone Unit: Level Logger
Serial Number: 00001130E1C8
Probe Number: 00001130E1C8
Log Read: 10/26/2010 12:04:34
 
____Date___ ,Time ,_Level_,Units
01/07/2009,20:00,-074.1,cm      
01/08/2009,08:00,-074.0,cm      
01/08/2009,20:00,-073.9,cm      
01/09/2009,08:00,-073.9,cm      
01/09/2009,20:00,-073.8,cm      
01/10/2009,08:00,-073.2,cm      
01/10/2009,20:00,-072.8,cm      
01/11/2009,08:00,-072.9,cm      
01/11/2009,20:00,-072.9,cm      
01/12/2009,08:00,-072.8,cm      
01/12/2009,20:00,-072.7,cm      
01/13/2009,08:00,-072.9,cm      
01/13/2009,20:00,-073.3,cm      
01/14/2009,08:00,-073.5,cm      
01/14/2009,20:00,-073.1,cm      
01/15/2009,08:00,-073.5,cm      
01/15/2009,20:00,-073.3,cm      
01/16/2009,08:00,-073.9,cm      
01/16/2009,20:00,-073.8,cm      
01/17/2009,08:00,-074.3,cm      
01/17/2009,20:00,-073.5,cm      
01/18/2009,08:00,-073.0,cm      
01/18/2009,20:00,-073.0,cm      
01/19/2009,08:00,-073.5,cm      
01/19/2009,20:00,-072.8,cm      
01/20/2009,08:00,-072.8,cm      
01/20/2009,20:00,-072.7,cm      
01/21/2009,08:00,-073.5,cm      
01/21/2009,20:00,-072.9,cm      
01/22/2009,08:00,-072.7,cm      
01/22/2009,20:00,-072.1,cm      
01/23/2009,08:00,-071.9,cm      
01/23/2009,20:00,-074.0,cm      
01/24/2009,08:00,-074.1,cm      
01/24/2009,20:00,-074.2,cm      
01/25/2009,08:00,-075.1,cm      
01/25/2009,20:00,-074.8,cm      
01/26/2009,08:00,-075.3,cm      
01/26/2009,20:00,-074.5,cm      
01/27/2009,08:00,-074.6,cm      
01/27/2009,20:00,-074.0,cm      
01/28/2009,08:00,-073.1,cm      
01/28/2009,20:00,-072.7,cm      
01/29/2009,08:00,-072.9,cm      
01/29/2009,20:00,-072.5,cm      
01/30/2009,08:00,-072.5,cm      
01/30/2009,20:00,-072.6,cm      
01/31/2009,08:00,-072.9,cm      
01/31/2009,20:00,-072.5,cm      
02/01/2009,08:00,-072.2,cm      
02/01/2009,20:00,-073.6,cm      
02/02/2009,08:00,-073.6,cm      
02/02/2009,20:00,-073.6,cm      
02/03/2009,08:00,-073.6,cm      
02/03/2009,20:00,-073.6,cm      
02/04/2009,08:00,-073.1,cm      
02/04/2009,20:00,-072.9,cm      
02/05/2009,08:00,-073.8,cm      
02/05/2009,20:00,-073.5,cm      
02/06/2009,08:00,-073.5,cm      
02/06/2009,20:00,-072.0,cm      
02/07/2009,08:00,-072.1,cm      
02/07/2009,20:00,-073.2,cm      
02/08/2009,08:00,-068.4,cm      
02/08/2009,20:00,-066.3,cm      
02/09/2009,08:00,-067.1,cm      
02/09/2009,20:00,-071.2,cm      
02/10/2009,08:00,-068.8,cm      
02/10/2009,20:00,-065.9,cm      
02/11/2009,08:00,-067.3,cm      
02/11/2009,20:00,-069.5,cm      
02/12/2009,08:00,-070.9,cm      
02/12/2009,20:00,-073.6,cm      
02/13/2009,08:00,-073.9,cm      
02/13/2009,20:00,-074.1,cm      
02/14/2009,08:00,-074.1,cm      
02/14/2009,20:00,-074.0,cm      
02/15/2009,08:00,-074.0,cm      
02/15/2009,20:00,-074.2,cm      
02/16/2009,08:00,-073.9,cm      
02/16/2009,20:00,-074.3,cm      
02/17/2009,08:00,-074.2,cm      
02/17/2009,20:00,-074.3,cm      
02/18/2009,08:00,-074.4,cm      
02/18/2009,20:00,-072.7,cm      
02/19/2009,08:00,-073.9,cm      
02/19/2009,20:00,-073.9,cm      
02/20/2009,08:00,-074.1,cm      
02/20/2009,20:00,-074.1,cm      
02/21/2009,08:00,-074.3,cm      
02/21/2009,20:00,-074.9,cm      
02/22/2009,08:00,-074.7,cm      
02/22/2009,20:00,-074.4,cm      
02/23/2009,08:00,-074.5,cm      
02/23/2009,20:00,-074.6,cm      
02/24/2009,08:00,-075.0,cm      
02/24/2009,20:00,-074.7,cm      
02/25/2009,08:00,-074.7,cm      
02/25/2009,20:00,-074.6,cm      
02/26/2009,08:00,-073.1,cm      
02/26/2009,20:00,-073.8,cm      
02/27/2009,08:00,-072.6,cm      
02/27/2009,20:00,-072.9,cm      
02/28/2009,08:00,-073.6,cm      
02/28/2009,20:00,-073.7,cm      
03/01/2009,08:00,-073.9,cm      
03/01/2009,20:00,-074.1,cm      
03/02/2009,08:00,-074.3,cm      
03/02/2009,20:00,-074.5,cm      
03/03/2009,08:00,-074.9,cm      
03/03/2009,20:00,-075.0,cm      
03/04/2009,08:00,-075.7,cm      
03/04/2009,20:00,-080.1,cm      
03/05/2009,08:00,-081.8,cm      
03/05/2009,20:00,-086.9,cm      
03/06/2009,08:00,-077.9,cm      
03/06/2009,20:00,-074.8,cm      
03/07/2009,08:00,-074.8,cm      
03/07/2009,20:00,-074.3,cm      
03/08/2009,08:00,-072.5,cm      
03/08/2009,20:00,-046.4,cm      
03/09/2009,08:00,-073.1,cm      
03/09/2009,20:00,-067.6,cm      
03/10/2009,08:00,-074.1,cm      
03/10/2009,20:00,-069.2,cm      
03/11/2009,08:00,-072.6,cm      
03/11/2009,20:00,-074.3,cm      
03/12/2009,08:00,-074.3,cm      
03/12/2009,20:00,-074.5,cm      
03/13/2009,08:00,-074.8,cm      
03/13/2009,20:00,-074.5,cm      
03/14/2009,08:00,-074.8,cm      
03/14/2009,20:00,-075.1,cm      
03/15/2009,08:00,-074.9,cm      
03/15/2009,20:00,-075.3,cm      
03/16/2009,08:00,-075.3,cm      
03/16/2009,20:00,-075.4,cm      
03/17/2009,08:00,-075.3,cm      
03/17/2009,20:00,-075.4,cm      
03/18/2009,08:00,-075.6,cm      
03/18/2009,20:00,-075.1,cm      
03/19/2009,08:00,-074.7,cm      
03/19/2009,20:00,-075.6,cm      
03/20/2009,08:00,-075.5,cm      
03/20/2009,20:00,-075.7,cm      
03/21/2009,08:00,-075.6,cm      
03/21/2009,20:00,-075.9,cm      
03/22/2009,08:00,-075.7,cm      
03/22/2009,20:00,-075.9,cm      
03/23/2009,08:00,-075.6,cm      
03/23/2009,20:00,-076.0,cm      
03/24/2009,08:00,-075.8,cm      
03/24/2009,20:00,-076.2,cm      
03/25/2009,08:00,-076.2,cm      
03/25/2009,20:00,-075.5,cm      
03/26/2009,08:00,-075.4,cm      
03/26/2009,20:00,-074.8,cm      
03/27/2009,08:00,-074.2,cm      
03/27/2009,20:00,-074.2,cm      
03/28/2009,08:00,-074.2,cm      
03/28/2009,20:00,-074.1,cm      
03/29/2009,08:00,-073.8,cm      
03/29/2009,20:00,-073.0,cm      
03/30/2009,08:00,-073.6,cm      
03/30/2009,20:00,-073.5,cm      
03/31/2009,08:00,-073.5,cm      
03/31/2009,20:00,-073.5,cm      
04/01/2009,08:00,-072.5,cm      
04/01/2009,20:00,-073.5,cm      
04/02/2009,08:00,-073.6,cm      
04/02/2009,20:00,-073.2,cm      
04/03/2009,08:00,-071.4,cm      
04/03/2009,20:00,-072.5,cm      
04/04/2009,08:00,-073.1,cm      
04/04/2009,20:00,-073.2,cm      
04/05/2009,08:00,-073.2,cm      
04/05/2009,20:00,-073.1,cm      
04/06/2009,08:00,-072.7,cm      
04/06/2009,20:00,-072.6,cm      
04/07/2009,08:00,-072.4,cm      
04/07/2009,20:00,-072.6,cm      
04/08/2009,08:00,-072.4,cm      
04/08/2009,20:00,-072.7,cm      
04/09/2009,08:00,-072.8,cm      
04/09/2009,20:00,-073.1,cm      
04/10/2009,08:00,-073.2,cm      
04/10/2009,20:00,-072.7,cm      
04/11/2009,08:00,-072.9,cm      
04/11/2009,20:00,-073.2,cm      
04/12/2009,08:00,-073.1,cm      
04/12/2009,20:00,-073.3,cm      
04/13/2009,08:00,-073.3,cm      
04/13/2009,20:00,-073.3,cm      
04/14/2009,08:00,-073.3,cm      
04/14/2009,20:00,-072.3,cm      
04/15/2009,08:00,-070.3,cm      
04/15/2009,20:00,-072.4,cm      
04/16/2009,08:00,-072.4,cm      
04/16/2009,20:00,-073.0,cm      
04/17/2009,08:00,-073.0,cm      
04/17/2009,20:00,-073.0,cm      
04/18/2009,08:00,-073.0,cm      
04/18/2009,20:00,-072.8,cm      
04/19/2009,08:00,-073.0,cm      
04/19/2009,20:00,-072.9,cm      
04/20/2009,08:00,-071.2,cm      
04/20/2009,20:00,-070.8,cm      
04/21/2009,08:00,-071.6,cm      
04/21/2009,20:00,-072.5,cm      
04/22/2009,08:00,-072.6,cm      
04/22/2009,20:00,-072.6,cm      
04/23/2009,08:00,-072.5,cm      
04/23/2009,20:00,-072.8,cm      
04/24/2009,08:00,-072.7,cm      
04/24/2009,20:00,-072.4,cm      
04/25/2009,08:00,-072.4,cm      
04/25/2009,20:00,-072.4,cm      
04/26/2009,08:00,-072.5,cm      
04/26/2009,20:00,-072.5,cm      
04/27/2009,08:00,-072.5,cm      
04/27/2009,20:00,-072.6,cm      
04/28/2009,08:00,-072.8,cm      
04/28/2009,20:00,-072.5,cm      
04/29/2009,08:00,-072.7,cm      
04/29/2009,20:00,-072.6,cm      
04/30/2009,08:00,-072.6,cm      
04/30/2009,20:00,-072.0,cm      
05/01/2009,08:00,-071.8,cm      
05/01/2009,20:00,-071.1,cm      
05/02/2009,08:00,-071.7,cm      
05/02/2009,20:00,-072.2,cm      
05/03/2009,08:00,-072.3,cm      
05/03/2009,20:00,-072.4,cm      
05/04/2009,08:00,-072.5,cm      
05/04/2009,20:00,-072.5,cm      
05/05/2009,08:00,-072.6,cm      
05/05/2009,20:00,-072.4,cm      
05/06/2009,08:00,-072.6,cm      
05/06/2009,20:00,-071.1,cm      
05/07/2009,08:00,-071.5,cm      
05/07/2009,20:00,-071.7,cm      
05/08/2009,08:00,-071.4,cm      
05/08/2009,20:00,-071.8,cm      
05/09/2009,08:00,-071.8,cm      
05/09/2009,20:00,-072.2,cm      
05/10/2009,08:00,-072.2,cm      
05/10/2009,20:00,-072.3,cm      
05/11/2009,08:00,-072.4,cm      
05/11/2009,20:00,-072.6,cm      
05/12/2009,08:00,-072.9,cm      
05/12/2009,20:00,-073.3,cm      
05/13/2009,08:00,-073.3,cm      
05/13/2009,20:00,-072.6,cm      
05/14/2009,08:00,-072.0,cm      
05/14/2009,20:00,-071.7,cm      
05/15/2009,08:00,-072.1,cm      
05/15/2009,20:00,-072.1,cm      
05/16/2009,08:00,-072.5,cm      
05/16/2009,20:00,-072.3,cm      
05/17/2009,08:00,-073.0,cm      
05/17/2009,20:00,-073.1,cm      
05/18/2009,08:00,-073.3,cm      
05/18/2009,20:00,-073.5,cm      
05/19/2009,08:00,-073.8,cm      
05/19/2009,20:00,-074.5,cm      
05/20/2009,08:00,-077.0,cm      
05/20/2009,20:00,-076.9,cm      
05/21/2009,08:00,-079.8,cm      
05/21/2009,20:00,-079.0,cm      
05/22/2009,08:00,-081.9,cm      
05/22/2009,14:00,-078.7,cm      
05/23/2009,02:00,-082.7,cm      
05/23/2009,14:00,-082.0,cm      
05/24/2009,02:00,-082.6,cm      
05/24/2009,14:00,-083.3,cm      
05/25/2009,02:00,-085.0,cm      
05/25/2009,14:00,-085.2,cm      
05/26/2009,02:00,-086.3,cm      
05/26/2009,14:00,-086.4,cm      
05/27/2009,02:00,-079.7,cm      
05/27/2009,14:00,-081.8,cm      
05/28/2009,02:00,-080.3,cm      
05/28/2009,14:00,-082.0,cm      
05/29/2009,02:00,-072.2,cm      
05/29/2009,14:00,-072.5,cm      
05/30/2009,02:00,-072.3,cm      
05/30/2009,14:00,-072.7,cm      
05/31/2009,02:00,-072.7,cm      
05/31/2009,14:00,-073.6,cm      
06/01/2009,02:00,-074.0,cm      
06/01/2009,14:00,-073.5,cm      
06/02/2009,02:00,-071.9,cm      
06/02/2009,14:00,-071.2,cm      
06/03/2009,02:00,-071.5,cm      
06/03/2009,14:00,-071.4,cm      
06/04/2009,02:00,-072.0,cm      
06/04/2009,14:00,-071.9,cm      
06/05/2009,02:00,-072.5,cm      
06/05/2009,14:00,-072.0,cm      
06/06/2009,02:00,-072.9,cm      
06/06/2009,14:00,-073.0,cm      
06/07/2009,02:00,-073.6,cm      
06/07/2009,14:00,-074.4,cm      
06/08/2009,02:00,-074.9,cm      
